words	frequency	left-entropy	right-entropy	combinality
亚欧 	 18 	 3.155222 	 2.927451 	 0 	 
俄的 	 18 	 3.149673 	 3.836592 	 0 	 
女孩 	 18 	 3.149673 	 3.614369 	 0 	 
原先 	 18 	 3.149673 	 3.197160 	 0 	 
波尔 	 18 	 3.149673 	 3.044110 	 0 	 
西山 	 18 	 3.149673 	 2.879965 	 0 	 
领略 	 18 	 3.149673 	 2.879965 	 0 	 
报案 	 18 	 3.149673 	 2.552180 	 0 	 
剧作 	 18 	 3.149673 	 2.057924 	 0 	 
重重 	 18 	 3.127987 	 2.974938 	 0 	 
垮 	 18 	 3.127987 	 2.725481 	 0 	 
肆 	 18 	 3.086049 	 3.614369 	 0 	 
超级 	 18 	 3.086049 	 2.879965 	 0 	 
否认 	 18 	 3.086049 	 2.855954 	 0 	 
描绘 	 18 	 3.086049 	 2.855954 	 0 	 
动工 	 18 	 3.086049 	 2.657743 	 0 	 
医科大学 	 18 	 3.086049 	 2.614369 	 0.00045768950601765004 	 
比一 	 18 	 3.086049 	 2.251629 	 0 	 
玛丽 	 18 	 3.086049 	 1.500272 	 0 	 
齐全 	 18 	 3.086049 	 1.410848 	 0 	 
点之 	 18 	 3.086049 	 1.233225 	 0 	 
条的 	 18 	 3.080501 	 2.473851 	 0 	 
到每 	 18 	 3.078176 	 3.461320 	 0 	 
青藏 	 18 	 3.078176 	 1.404678 	 0 	 
牛奶 	 18 	 3.058814 	 2.967065 	 0 	 
中大 	 18 	 3.044110 	 3.308271 	 0 	 
降临 	 18 	 3.044110 	 2.725481 	 0 	 
来电 	 18 	 3.044110 	 2.633731 	 0 	 
院在 	 18 	 3.038562 	 3.905765 	 0 	 
长征 	 18 	 3.038562 	 2.891061 	 0 	 
票房 	 18 	 3.038562 	 2.191612 	 0 	 
姓名 	 18 	 3.038562 	 1.879965 	 0 	 
地支 	 18 	 3.038562 	 1.680556 	 0 	 
正月 	 18 	 3.038562 	 1.459148 	 0 	 
金价 	 18 	 3.016876 	 3.614369 	 0 	 
有待 	 18 	 2.996624 	 3.836592 	 0 	 
一艘 	 18 	 2.974938 	 3.683542 	 0 	 
外科 	 18 	 2.974938 	 3.086049 	 0 	 
上当 	 18 	 2.974938 	 1.828871 	 0 	 
是科 	 18 	 2.974938 	 1.612197 	 0 	 
要出 	 18 	 2.969389 	 3.149673 	 0 	 
至一 	 18 	 2.969389 	 2.863826 	 0 	 
批示 	 18 	 2.969389 	 2.614369 	 0 	 
眼里 	 18 	 2.969389 	 2.473851 	 0 	 
为观 	 18 	 2.969389 	 1.828871 	 0 	 
凛 	 18 	 2.969389 	 1.680556 	 0 	 
就为 	 18 	 2.967065 	 4.058814 	 0 	 
从他 	 18 	 2.967065 	 2.969389 	 0 	 
我这 	 18 	 2.967065 	 2.614369 	 0 	 
以中 	 18 	 2.967065 	 2.324409 	 0 	 
再也 	 18 	 2.967065 	 2.140518 	 0 	 
在科 	 18 	 2.967065 	 1.994299 	 0 	 
以身 	 18 	 2.967065 	 1.208649 	 0 	 
提取 	 18 	 2.932999 	 3.260785 	 0 	 
蒙特利尔 	 18 	 2.932999 	 3.169925 	 0.00011818273629563734 	 
在土 	 18 	 2.932999 	 2.029407 	 0 	 
辞旧迎新 	 18 	 2.932999 	 1.988751 	 0.00010090298773119946 	 
点不 	 18 	 2.927451 	 3.947703 	 0 	 
四名 	 18 	 2.905765 	 3.641604 	 0 	 
盎 	 18 	 2.905765 	 1.251629 	 0 	 
果断 	 18 	 2.885513 	 3.350209 	 0 	 
美军 	 18 	 2.885513 	 3.239098 	 0 	 
学期 	 18 	 2.885513 	 2.996624 	 0 	 
方发 	 18 	 2.885513 	 2.504693 	 0 	 
黄昏 	 18 	 2.885513 	 1.680556 	 0 	 
上取 	 18 	 2.885513 	 1.134970 	 0 	 
明亮 	 18 	 2.879965 	 1.949138 	 0 	 
人过 	 18 	 2.863826 	 3.239098 	 0 	 
冰箱 	 18 	 2.863826 	 2.584963 	 0 	 
多起 	 18 	 2.858278 	 3.044110 	 0 	 
考古学 	 18 	 2.858278 	 2.969389 	 0.00034863907207213015 	 
冬的 	 18 	 2.855954 	 4.058814 	 0 	 
成品 	 18 	 2.855954 	 3.197160 	 0 	 
个农 	 18 	 2.855954 	 2.705229 	 0 	 
法案 	 18 	 2.855954 	 1.503258 	 0 	 
不衰 	 18 	 2.855954 	 1.194174 	 0 	 
国报 	 18 	 2.849123 	 2.002172 	 0 	 
却又 	 18 	 2.836592 	 4.169925 	 0 	 
从上 	 18 	 2.836592 	 3.614369 	 0 	 
在产 	 18 	 2.836592 	 2.105411 	 0 	 
口人 	 18 	 2.821888 	 2.433196 	 0 	 
供水 	 18 	 2.816340 	 3.080501 	 0 	 
美方 	 18 	 2.814015 	 3.947703 	 0 	 
新任 	 18 	 2.814015 	 3.197160 	 0 	 
伊格尔森 	 18 	 2.768854 	 3.836592 	 0.00047649130497377416 	 
市上 	 18 	 2.768854 	 2.725481 	 0 	 
完善的 	 18 	 2.752715 	 3.905765 	 0.0008126853767844698 	 
来年 	 18 	 2.752715 	 3.461320 	 0 	 
农机 	 18 	 2.752715 	 3.302723 	 0 	 
知识产权 	 18 	 2.752715 	 2.216522 	 0.0004904583556268949 	 
市交 	 18 	 2.752715 	 1.675822 	 0 	 
沿线 	 18 	 2.744843 	 2.967065 	 0 	 
家住 	 18 	 2.725481 	 4.058814 	 0 	 
要让 	 18 	 2.725481 	 3.461320 	 0 	 
居然 	 18 	 2.725481 	 3.419382 	 0 	 
堪称 	 18 	 2.725481 	 3.239098 	 0 	 
长徐 	 18 	 2.725481 	 3.086049 	 0 	 
唇 	 18 	 2.710777 	 3.308271 	 0 	 
为严 	 18 	 2.710777 	 1.497385 	 0 	 
实有 	 18 	 2.705229 	 2.473851 	 0 	 
会联 	 18 	 2.705229 	 1.918296 	 0 	 
市教 	 18 	 2.705229 	 1.633731 	 0 	 
次地 	 18 	 2.702904 	 3.197160 	 0 	 
解的 	 18 	 2.702904 	 3.149673 	 0 	 
赣 	 18 	 2.702904 	 2.774402 	 0 	 
瞧 	 18 	 2.702904 	 2.251629 	 0 	 
有专 	 18 	 2.702904 	 2.210974 	 0 	 
无愧 	 18 	 2.702904 	 1.710777 	 0 	 
业局 	 18 	 2.668839 	 3.947703 	 0 	 
到改 	 18 	 2.668839 	 1.000000 	 0 	 
戒毒 	 18 	 2.663291 	 2.549855 	 0 	 
轻工 	 18 	 2.663291 	 2.362740 	 0 	 
优异 	 18 	 2.657743 	 1.493213 	 0 	 
种高 	 18 	 2.641604 	 3.836592 	 0 	 
树木 	 18 	 2.641604 	 1.944717 	 0 	 
洁的 	 18 	 2.633731 	 4.169925 	 0 	 
穿着 	 18 	 2.633731 	 4.169925 	 0 	 
快地 	 18 	 2.614369 	 3.947703 	 0 	 
度等 	 18 	 2.614369 	 3.503258 	 0 	 
台湾民众 	 18 	 2.614369 	 3.413834 	 0.0007402536846154011 	 
槽 	 18 	 2.614369 	 2.932999 	 0 	 
含义 	 18 	 2.614369 	 2.213298 	 0 	 
维希 	 18 	 2.614369 	 2.102187 	 0 	 
芽 	 18 	 2.599666 	 2.967065 	 0 	 
单晶河 	 18 	 2.594118 	 1.275163 	 0.0006097154804343109 	 
动得 	 18 	 2.591793 	 3.308271 	 0 	 
朔 	 18 	 2.591793 	 2.369571 	 0 	 
守法 	 18 	 2.591793 	 2.209691 	 0 	 
相当于 	 18 	 2.584963 	 3.905765 	 0.0008686431117729344 	 
情怀 	 18 	 2.584963 	 2.320802 	 0 	 
房和 	 18 	 2.572431 	 3.947703 	 0 	 
比分 	 18 	 2.572431 	 3.794653 	 0 	 
到不 	 18 	 2.552180 	 3.169925 	 0 	 
方有 	 18 	 2.552180 	 2.858278 	 0 	 
所为 	 18 	 2.552180 	 2.614369 	 0 	 
力气 	 18 	 2.549855 	 3.725481 	 0 	 
入人 	 18 	 2.549855 	 2.885513 	 0 	 
步步 	 18 	 2.522620 	 3.044110 	 0 	 
国税 	 18 	 2.522620 	 1.991076 	 0 	 
总厂 	 18 	 2.504693 	 3.905765 	 0 	 
加州 	 18 	 2.503258 	 3.461320 	 0 	 
到重 	 18 	 2.480682 	 2.641604 	 0 	 
次调 	 18 	 2.480682 	 1.723308 	 0 	 
特在 	 18 	 2.473851 	 3.614369 	 0 	 
省里 	 18 	 2.473851 	 3.503258 	 0 	 
回首 	 18 	 2.473851 	 3.413834 	 0 	 
倪 	 18 	 2.473851 	 3.191612 	 0 	 
在亚 	 18 	 2.473851 	 1.500272 	 0 	 
身体健康 	 18 	 2.461320 	 1.497385 	 0.0006952487436220119 	 
后于 	 18 	 2.446617 	 3.302723 	 0 	 
后两 	 18 	 2.441069 	 2.641604 	 0 	 
典礼 	 18 	 2.433196 	 2.633731 	 0 	 
常昊 	 18 	 2.362740 	 3.197160 	 0 	 
个学 	 18 	 2.350209 	 2.774402 	 0 	 
县里 	 18 	 2.324409 	 3.260785 	 0 	 
地都 	 18 	 2.324409 	 2.858278 	 0 	 
以优 	 18 	 2.324409 	 2.774402 	 0 	 
分忧 	 18 	 2.324409 	 1.611383 	 0 	 
甲Ａ 	 18 	 2.324409 	 1.233225 	 0 	 
维亚 	 18 	 2.322085 	 3.461320 	 0 	 
江大 	 18 	 2.322085 	 1.994299 	 0 	 
春秋 	 18 	 2.322085 	 1.944717 	 0 	 
日出 	 18 	 2.320802 	 3.308271 	 0 	 
基于 	 18 	 2.320802 	 2.967065 	 0 	 
这只 	 18 	 2.320802 	 2.821888 	 0 	 
天元 	 18 	 2.308271 	 2.102187 	 0 	 
校学 	 18 	 2.258460 	 1.615805 	 0 	 
政和 	 18 	 2.239098 	 3.530493 	 0 	 
大与 	 18 	 2.218846 	 3.086049 	 0 	 
斯和 	 18 	 2.213298 	 3.905765 	 0 	 
擂台赛 	 18 	 2.213298 	 3.725481 	 1.2892662141342256e-05 	 
约占 	 18 	 2.213298 	 3.683542 	 0 	 
夏天 	 18 	 2.213298 	 1.497385 	 0 	 
果和 	 18 	 2.210974 	 3.794653 	 0 	 
市出 	 18 	 2.209691 	 2.140518 	 0 	 
了突 	 18 	 2.209691 	 1.410848 	 0 	 
团演 	 18 	 2.209691 	 1.392147 	 0 	 
怀抱 	 18 	 2.191612 	 2.725481 	 0 	 
冉 	 18 	 2.182456 	 1.584963 	 0 	 
个名 	 18 	 2.169035 	 2.974938 	 0 	 
亡的 	 18 	 2.140518 	 3.794653 	 0 	 
眷 	 18 	 2.140518 	 2.657743 	 0 	 
国交 	 18 	 2.127987 	 2.127987 	 0 	 
鄂 	 18 	 2.102187 	 3.530493 	 0 	 
于创 	 18 	 2.102187 	 1.351644 	 0 	 
钓鱼 	 18 	 2.080501 	 2.209691 	 0 	 
穷的 	 18 	 2.060249 	 3.947703 	 0 	 
此举 	 18 	 2.060249 	 3.905765 	 0 	 
业与 	 18 	 2.060249 	 3.683542 	 0 	 
适时 	 18 	 2.060249 	 3.086049 	 0 	 
王启 	 18 	 2.060249 	 1.134970 	 0 	 
项基 	 18 	 2.057924 	 1.612197 	 0 	 
迫使 	 18 	 2.055828 	 4.058814 	 0 	 
租赁 	 18 	 2.055828 	 2.974938 	 0 	 
们中 	 18 	 2.029407 	 2.480682 	 0 	 
日和 	 18 	 2.029407 	 1.939982 	 0 	 
解难 	 18 	 2.029407 	 1.335506 	 0 	 
产中 	 18 	 2.016876 	 3.016876 	 0 	 
个机 	 18 	 1.991076 	 2.614369 	 0 	 
波恩 	 18 	 1.988751 	 1.668839 	 0 	 
误区 	 18 	 1.986427 	 1.779950 	 0 	 
首钢 	 18 	 1.974938 	 1.779950 	 0 	 
业兴 	 18 	 1.969389 	 2.044110 	 0 	 
次强 	 18 	 1.947703 	 1.497385 	 0 	 
侧面 	 18 	 1.945531 	 3.503258 	 0 	 
曾任 	 18 	 1.944717 	 4.169925 	 0 	 
肯定了 	 18 	 1.944717 	 3.836592 	 0.0008516319603364412 	 
附加值 	 18 	 1.944717 	 2.927451 	 0.0004449759086282709 	 
业自 	 18 	 1.944717 	 2.362740 	 0 	 
车队 	 18 	 1.939982 	 3.503258 	 0 	 
以增 	 18 	 1.939982 	 2.308271 	 0 	 
不善 	 18 	 1.927451 	 3.281036 	 0 	 
员人 	 18 	 1.918296 	 1.723308 	 0 	 
配方 	 18 	 1.879965 	 1.768854 	 0 	 
伍绍祖 	 18 	 1.875316 	 3.149673 	 0.0001531003629284393 	 
词中 	 18 	 1.863826 	 2.473851 	 0 	 
靠的 	 18 	 1.828871 	 3.413834 	 0 	 
国事 	 18 	 1.828871 	 1.097538 	 0 	 
乐业 	 18 	 1.801637 	 2.572431 	 0 	 
院对 	 18 	 1.796089 	 3.683542 	 0 	 
势必 	 18 	 1.791667 	 3.239098 	 0 	 
话费 	 18 	 1.791667 	 3.239098 	 0 	 
吃喝 	 18 	 1.791667 	 3.086049 	 0 	 
之手 	 18 	 1.791667 	 1.208649 	 0 	 
明和 	 18 	 1.779950 	 3.080501 	 0 	 
把全 	 18 	 1.779950 	 2.591793 	 0 	 
长官 	 18 	 1.779950 	 2.055828 	 0 	 
同比 	 18 	 1.779950 	 1.208649 	 0 	 
们当 	 18 	 1.744843 	 2.633731 	 0 	 
种原 	 18 	 1.722495 	 1.097538 	 0 	 
世杰 	 18 	 1.679429 	 2.969389 	 0 	 
时又 	 18 	 1.668839 	 3.947703 	 0 	 
足球赛 	 18 	 1.668839 	 3.503258 	 0.0006974572088962234 	 
族和 	 18 	 1.668839 	 3.197160 	 0 	 
其主 	 18 	 1.668839 	 1.515790 	 0 	 
内经 	 18 	 1.668839 	 1.208649 	 0 	 
于它 	 18 	 1.633731 	 3.169925 	 0 	 
海国 	 18 	 1.569445 	 2.210974 	 0 	 
论指 	 18 	 1.568318 	 1.480682 	 0 	 
团有 	 18 	 1.557728 	 1.668839 	 0 	 
合中 	 18 	 1.530493 	 2.473851 	 0 	 
求在 	 18 	 1.515790 	 3.947703 	 0 	 
动机 	 18 	 1.515790 	 3.197160 	 0 	 
王汉 	 18 	 1.515790 	 1.493213 	 0 	 
丽华 	 18 	 1.503258 	 3.281036 	 0 	 
月来 	 18 	 1.500272 	 2.281036 	 0 	 
脱困 	 18 	 1.500272 	 1.879965 	 0 	 
我还 	 18 	 1.497385 	 3.503258 	 0 	 
时要 	 18 	 1.497385 	 3.308271 	 0 	 
过两 	 18 	 1.497385 	 2.725481 	 0 	 
任和 	 18 	 1.495538 	 3.641604 	 0 	 
众一 	 18 	 1.415269 	 2.932999 	 0 	 
门为 	 18 	 1.410848 	 3.503258 	 0 	 
励他 	 18 	 1.410848 	 1.779950 	 0 	 
力实 	 18 	 1.404678 	 1.612197 	 0 	 
计和 	 18 	 1.386274 	 3.947703 	 0 	 
制在 	 18 	 1.386274 	 3.078176 	 0 	 
帘 	 18 	 1.386274 	 1.939982 	 0 	 
么不 	 18 	 1.347223 	 4.058814 	 0 	 
哈塔米 	 18 	 1.335506 	 3.392147 	 0.00024603496919728136 	 
海区 	 18 	 1.335506 	 1.335506 	 0 	 
术作 	 18 	 1.299737 	 1.410848 	 0 	 
盾的 	 18 	 1.233225 	 3.614369 	 0 	 
何鲁丽 	 18 	 1.233225 	 2.752715 	 0.0004630614485765427 	 
据俄 	 18 	 1.233225 	 2.725481 	 0 	 
幕上 	 18 	 1.224394 	 3.080501 	 0 	 
励和 	 18 	 1.224394 	 2.932999 	 0 	 
志明 	 18 	 1.208649 	 3.725481 	 0 	 
万万 	 18 	 1.208649 	 3.461320 	 0 	 
凌晨 	 18 	 1.208649 	 2.967065 	 0 	 
泾 	 18 	 1.208649 	 1.944717 	 0 	 
众在 	 18 	 1.194174 	 3.836592 	 0 	 
民家 	 18 	 1.194174 	 1.949138 	 0 	 
结和 	 18 	 1.134970 	 3.794653 	 0 	 
施保 	 18 	 1.134970 	 1.122114 	 0 	 
果表 	 18 	 1.122114 	 1.275163 	 0 	 
评的 	 18 	 1.097538 	 4.058814 	 0 	 
泳联 	 18 	 1.097538 	 3.725481 	 0 	 
击队 	 18 	 1.052941 	 3.683542 	 0 	 
括了 	 18 	 1.052941 	 3.572431 	 0 	 
马文 	 18 	 1.052941 	 2.322085 	 0 	 
实中 	 18 	 1.052941 	 1.796089 	 0 	 
是受 	 17 	 4.087463 	 3.616875 	 0 	 
和最 	 17 	 4.087463 	 3.499228 	 0 	 
对阿 	 17 	 4.087463 	 3.263933 	 0 	 
才会 	 17 	 4.087463 	 3.175123 	 0 	 
了民 	 17 	 4.087463 	 2.822182 	 0 	 
的边 	 17 	 4.087463 	 2.542483 	 0 	 
了文 	 17 	 4.087463 	 2.343258 	 0 	 
的依 	 17 	 4.087463 	 2.262783 	 0 	 
来讲 	 17 	 4.087463 	 1.849007 	 0 	 
性能 	 17 	 3.969816 	 3.690117 	 0 	 
罕见的 	 17 	 3.969816 	 3.572469 	 0.00010096092044506986 	 
三千 	 17 	 3.969816 	 3.292770 	 0 	 
了下 	 17 	 3.969816 	 2.416500 	 0 	 
上写 	 17 	 3.969816 	 2.129568 	 0 	 
将加 	 17 	 3.969816 	 1.990317 	 0 	 
的导 	 17 	 3.969816 	 1.608700 	 0 	 
等主 	 17 	 3.969816 	 1.321607 	 0 	 
与北 	 17 	 3.969816 	 1.221048 	 0 	 
上和 	 17 	 3.852169 	 4.087463 	 0 	 
事先 	 17 	 3.852169 	 3.852169 	 0 	 
应在 	 17 	 3.852169 	 3.852169 	 0 	 
都把 	 17 	 3.852169 	 3.852169 	 0 	 
名家 	 17 	 3.852169 	 3.807764 	 0 	 
适当的 	 17 	 3.852169 	 3.734522 	 0.0005842777524348487 	 
已将 	 17 	 3.852169 	 3.734522 	 0 	 
上几 	 17 	 3.852169 	 3.572469 	 0 	 
果树 	 17 	 3.852169 	 3.454822 	 0 	 
的盛 	 17 	 3.852169 	 3.175123 	 0 	 
持有 	 17 	 3.852169 	 3.146286 	 0 	 
渗透 	 17 	 3.852169 	 2.984234 	 0 	 
了天 	 17 	 3.852169 	 2.816308 	 0 	 
和本 	 17 	 3.852169 	 2.777777 	 0 	 
骂 	 17 	 3.852169 	 2.704535 	 0 	 
了半 	 17 	 3.852169 	 2.233947 	 0 	 
的境 	 17 	 3.852169 	 1.821032 	 0 	 
厂等 	 17 	 3.852169 	 1.569308 	 0 	 
的只 	 17 	 3.852169 	 1.519728 	 0 	 
分支 	 17 	 3.852169 	 1.257715 	 0 	 
棠 	 17 	 3.852169 	 1.257715 	 0 	 
的卫 	 17 	 3.852169 	 1.253298 	 0 	 
比以 	 17 	 3.852169 	 1.221048 	 0 	 
的智 	 17 	 3.852169 	 1.140068 	 0 	 
和在 	 17 	 3.807764 	 4.087463 	 0 	 
敦促 	 17 	 3.807764 	 3.499228 	 0 	 
大石 	 17 	 3.807764 	 3.454822 	 0 	 
是三 	 17 	 3.807764 	 3.381580 	 0 	 
歪 	 17 	 3.807764 	 2.777777 	 0 	 
很可 	 17 	 3.807764 	 1.140068 	 0 	 
尔和 	 17 	 3.734522 	 4.087463 	 0 	 
尔在 	 17 	 3.734522 	 3.969816 	 0 	 
用来 	 17 	 3.734522 	 3.852169 	 0 	 
拉着 	 17 	 3.734522 	 3.807764 	 0 	 
的以 	 17 	 3.734522 	 3.690117 	 0 	 
附近的 	 17 	 3.734522 	 3.616875 	 0.000498073874195678 	 
波及 	 17 	 3.734522 	 3.572469 	 0 	 
于以 	 17 	 3.734522 	 3.410417 	 0 	 
途中 	 17 	 3.734522 	 3.057476 	 0 	 
的树 	 17 	 3.734522 	 2.939829 	 0 	 
记载 	 17 	 3.734522 	 2.939829 	 0 	 
和周 	 17 	 3.734522 	 2.777777 	 0 	 
钧 	 17 	 3.734522 	 2.696199 	 0 	 
在校 	 17 	 3.734522 	 2.534147 	 0 	 
的捐 	 17 	 3.734522 	 2.011921 	 0 	 
过时 	 17 	 3.734522 	 1.519728 	 0 	 
过硬 	 17 	 3.734522 	 1.496928 	 0 	 
的足 	 17 	 3.734522 	 1.446648 	 0 	 
到其 	 17 	 3.734522 	 1.257715 	 0 	 
富余 	 17 	 3.734522 	 1.140068 	 0 	 
应以 	 17 	 3.690117 	 3.969816 	 0 	 
ＢＰ机 	 17 	 3.690117 	 3.852169 	 5.533100835659384e-05 	 
是想 	 17 	 3.690117 	 3.852169 	 0 	 
转为 	 17 	 3.690117 	 3.852169 	 0 	 
自有 	 17 	 3.690117 	 3.807764 	 0 	 
接连 	 17 	 3.690117 	 3.690117 	 0 	 
上都 	 17 	 3.690117 	 3.616875 	 0 	 
输送 	 17 	 3.690117 	 3.616875 	 0 	 
带回 	 17 	 3.690117 	 3.410417 	 0 	 
抬头 	 17 	 3.690117 	 3.286896 	 0 	 
培训的 	 17 	 3.690117 	 3.124844 	 0.00042880741484807453 	 
车臣 	 17 	 3.690117 	 3.101881 	 0 	 
小农 	 17 	 3.690117 	 3.057476 	 0 	 
拿起 	 17 	 3.690117 	 3.057476 	 0 	 
的油 	 17 	 3.690117 	 2.651794 	 0 	 
警长 	 17 	 3.690117 	 2.558051 	 0 	 
不堪 	 17 	 3.690117 	 2.374556 	 0 	 
章程 	 17 	 3.690117 	 2.129568 	 0 	 
旺盛 	 17 	 3.690117 	 2.087463 	 0 	 
殖民 	 17 	 3.690117 	 1.792195 	 0 	 
奔赴 	 17 	 3.616875 	 4.087463 	 0 	 
涉嫌 	 17 	 3.616875 	 3.616875 	 0 	 
忘了 	 17 	 3.616875 	 3.410417 	 0 	 
百货 	 17 	 3.616875 	 2.777777 	 0 	 
扶贫济困 	 17 	 3.616875 	 2.343258 	 0.0005052785971570163 	 
落成 	 17 	 3.616875 	 2.205110 	 0 	 
与全 	 17 	 3.616875 	 2.133387 	 0 	 
访问中 	 17 	 3.616875 	 2.129568 	 0.0005735338673170635 	 
厕 	 17 	 3.616875 	 1.257715 	 0 	 
商家 	 17 	 3.572469 	 4.087463 	 0 	 
物种 	 17 	 3.572469 	 3.572469 	 0 	 
说得 	 17 	 3.572469 	 3.454822 	 0 	 
饶 	 17 	 3.572469 	 3.286896 	 0 	 
有水 	 17 	 3.572469 	 3.169249 	 0 	 
作过 	 17 	 3.572469 	 3.146286 	 0 	 
水源 	 17 	 3.572469 	 3.146286 	 0 	 
编排 	 17 	 3.572469 	 2.933955 	 0 	 
了机 	 17 	 3.572469 	 2.910992 	 0 	 
闪烁 	 17 	 3.572469 	 2.654255 	 0 	 
之争 	 17 	 3.572469 	 2.651794 	 0 	 
是西 	 17 	 3.572469 	 2.651794 	 0 	 
了反 	 17 	 3.572469 	 2.534147 	 0 	 
是时 	 17 	 3.572469 	 2.534147 	 0 	 
无声 	 17 	 3.572469 	 2.492203 	 0 	 
终身 	 17 	 3.572469 	 2.440404 	 0 	 
四海 	 17 	 3.572469 	 2.291620 	 0 	 
市郊 	 17 	 3.572469 	 2.291620 	 0 	 
奥斯 	 17 	 3.572469 	 2.160705 	 0 	 
信赖 	 17 	 3.572469 	 2.116300 	 0 	 
应加 	 17 	 3.572469 	 2.063559 	 0 	 
特定 	 17 	 3.572469 	 2.015740 	 0 	 
县人 	 17 	 3.572469 	 1.938679 	 0 	 
民意 	 17 	 3.572469 	 1.657876 	 0 	 
顺利实 	 17 	 3.572469 	 1.166087 	 0.0002229672158561543 	 
无绳电话 	 17 	 3.572469 	 1.140068 	 0.0008229816000223473 	 
班的 	 17 	 3.528064 	 3.969816 	 0 	 
对在 	 17 	 3.528064 	 3.852169 	 0 	 
牵动 	 17 	 3.528064 	 2.939829 	 0 	 
整洁 	 17 	 3.528064 	 2.696199 	 0 	 
为特 	 17 	 3.528064 	 2.609850 	 0 	 
服务于 	 17 	 3.499228 	 3.852169 	 0.000653228215161341 	 
崇尚 	 17 	 3.499228 	 3.852169 	 0 	 
擦 	 17 	 3.499228 	 3.734522 	 0 	 
隧道 	 17 	 3.499228 	 3.381580 	 0 	 
向各 	 17 	 3.499228 	 3.101881 	 0 	 
在八 	 17 	 3.499228 	 3.101881 	 0 	 
快餐 	 17 	 3.499228 	 2.771902 	 0 	 
超市 	 17 	 3.499228 	 2.416500 	 0 	 
在台 	 17 	 3.499228 	 1.736041 	 0 	 
培训班 	 17 	 3.499228 	 1.257715 	 0.0003542322122658007 	 
彩色 	 17 	 3.454822 	 3.734522 	 0 	 
直升机 	 17 	 3.454822 	 3.572469 	 0.00046198706006476416 	 
过上 	 17 	 3.454822 	 3.175123 	 0 	 
艰巨的 	 17 	 3.454822 	 2.578552 	 0.0001745881331640097 	 
订单 	 17 	 3.454822 	 2.558051 	 0 	 
泛滥 	 17 	 3.454822 	 1.938679 	 0 	 
铀 	 17 	 3.454822 	 1.894274 	 0 	 
在执 	 17 	 3.454822 	 1.875131 	 0 	 
献爱心 	 17 	 3.454822 	 1.736041 	 0.0009847718700313481 	 
在相 	 17 	 3.454822 	 1.662799 	 0 	 
人或 	 17 	 3.454822 	 1.556901 	 0 	 
准则 	 17 	 3.454822 	 1.439254 	 0 	 
了相 	 17 	 3.410417 	 2.704535 	 0 	 
前总 	 17 	 3.410417 	 1.450467 	 0 	 
有民 	 17 	 3.410417 	 1.257715 	 0 	 
必须在 	 17 	 3.404543 	 3.969816 	 0.0005859841341888499 	 
进城 	 17 	 3.404543 	 3.690117 	 0 	 
齿 	 17 	 3.404543 	 3.263933 	 0 	 
经销 	 17 	 3.404543 	 2.498078 	 0 	 
肩负 	 17 	 3.404543 	 2.278352 	 0 	 
层层 	 17 	 3.381580 	 3.572469 	 0 	 
长一 	 17 	 3.381580 	 3.404543 	 0 	 
的船 	 17 	 3.381580 	 2.440404 	 0 	 
战中 	 17 	 3.381580 	 2.409267 	 0 	 
企盼 	 17 	 3.381580 	 2.256909 	 0 	 
近半 	 17 	 3.381580 	 2.013279 	 0 	 
楼房 	 17 	 3.381580 	 1.849007 	 0 	 
出具 	 17 	 3.381580 	 1.608700 	 0 	 
能得 	 17 	 3.381580 	 1.569308 	 0 	 
电梯 	 17 	 3.337175 	 3.572469 	 0 	 
不说 	 17 	 3.337175 	 3.248365 	 0 	 
好各 	 17 	 3.337175 	 2.343258 	 0 	 
读物 	 17 	 3.337175 	 2.133387 	 0 	 
要紧 	 17 	 3.337175 	 2.063559 	 0 	 
康复 	 17 	 3.337175 	 1.938679 	 0 	 
不法 	 17 	 3.337175 	 1.925411 	 0 	 
于改 	 17 	 3.337175 	 1.757484 	 0 	 
民营 	 17 	 3.337175 	 1.439254 	 0 	 
佑 	 17 	 3.292770 	 3.124844 	 0 	 
侨务 	 17 	 3.292770 	 1.022421 	 0 	 
本钢 	 17 	 3.286896 	 3.807764 	 0 	 
沾 	 17 	 3.286896 	 3.454822 	 0 	 
神秘 	 17 	 3.286896 	 3.292770 	 0 	 
衰退 	 17 	 3.286896 	 3.124844 	 0 	 
在创 	 17 	 3.286896 	 2.463366 	 0 	 
贫困乡 	 17 	 3.286896 	 1.990317 	 0.0006424843300435557 	 
是推 	 17 	 3.286896 	 1.875131 	 0 	 
极不 	 17 	 3.286896 	 1.731360 	 0 	 
不加 	 17 	 3.263933 	 3.404543 	 0 	 
和省 	 17 	 3.263933 	 2.822182 	 0 	 
颁发的 	 17 	 3.263933 	 2.813846 	 0.0003746455939895926 	 
六七 	 17 	 3.263933 	 2.395999 	 0 	 
南下 	 17 	 3.248365 	 2.822182 	 0 	 
最初 	 17 	 3.248365 	 2.675698 	 0 	 
受过 	 17 	 3.219528 	 3.969816 	 0 	 
对付 	 17 	 3.219528 	 3.734522 	 0 	 
被动 	 17 	 3.219528 	 3.263933 	 0 	 
杂文 	 17 	 3.219528 	 2.777777 	 0 	 
转业 	 17 	 3.219528 	 2.374556 	 0 	 
茶楼 	 17 	 3.219528 	 2.248573 	 0 	 
狐 	 17 	 3.219528 	 2.173973 	 0 	 
